类型,id,标签,回答id,回答点赞数,回答评论数,回答感谢数,回答观看数,回答创建时间,问题id,问题题目,问题回答数,问题关注数,评论数,创建时间
answer,16_1574825019.242,经济,794781823,3807,588,839,579873,1566213461,305904866,中国未来十年经济走向如何？,267,8187,13,1544941148
answer,12_1574825020.558,动物,790968138,9144,484,512,275640,1565942622,34643719,你什么时候被狗的智商震惊了？,7423,73426,113,1439748388
answer,14_1574825020.591,谢娜（主持人）,788081833,10299,424,441,1035455,1565766565,340320002,如何看待谢娜晒与张碧晨的合照？,536,1365,34,1565680771
answer,15_1574825020.69,运动鞋,801494963,29101,460,1710,1326343,1566677953,296942073,男生收到喜欢的鞋是种什么体验?,1182,4887,7,1538480752
answer,16_1574825020.974,创业,784001997,49046,761,32962,1110136,1565516542,293390085,有哪些简洁的人际交往原则？,1868,66388,28,1536066908
answer,17_1574825020.433,相声,906626306,234,41,12,43400,1574498209,39369539,在郭德纲相声中，最让你意外的包袱是哪个？,941,5499,9,1452477503
answer,12_1574825020.125,摄影,906656394,641,68,35,53729,1574499616,265959034,你手机里有什么逗比的图片或视频？,672,4722,3,1516550222
answer,13_1574825020.674,沟通技巧,859490004,11560,335,5091,698317,1571222526,348132267,情侣之间没话说了怎么办呢？,529,10127,13,1569597257
answer,15_1574825020.153,旅行,843266536,2449,1237,332,451838,1570063648,310830182,有哪些是你去山东才知道的事情？,3778,11026,30,1548915881
answer,16_1574825020.434,可爱,768845565,39302,613,32325,1534142,1564500495,337201669,有没有一读就会惊叹“哇，好温柔啊”的句子？,3432,102076,65,1564212802
answer,17_1574825020.926,秘密,839382223,8458,1162,793,2529986,1569725986,334431544,你发现过上司的哪些秘密？,2493,21689,32,1562835884
answer,12_1574825021.145,杨超越,853814453,685,117,64,36833,1570800984,349249938,有没有哪个瞬间让你决定要给杨超越点赞送杨超越出道?,47,101,0,1570263473
answer,13_1574825021.671,情感,831472823,39645,2303,7041,3570848,1569087751,266586355,一个女生可以可爱到什么程度？,3404,23034,33,1517582996
answer,14_1574825021.578,大学食堂,856342329,6688,554,662,2026376,1571015738,340129137,如何激怒一位食堂大妈？,757,2009,23,1565595745
answer,15_1574825021.153,感受,889607371,513,98,44,159548,1573428218,310979595,见过杨紫本人什么感受？,275,848,4,1549040095
answer,16_1574825021.931,民间故事,874239303,7541,364,465,1053588,1572338097,329011040,有什么家里长辈讲过的民间故事？,504,7733,8,1560310778
answer,17_1574825021.794,夜店,895067293,1908,170,210,985930,1573789420,351703265,你在酒吧见过哪些令你震惊的事？,217,1600,0,1571603248
answer,12_1574825021.33,奇葩说 第一季（综艺）,795514344,6608,120,3835,1115415,1566272500,46266923,《奇葩说》有哪些超级经典的句子？,498,34137,0,1463109025
answer,13_1574825021.513,互联网,721033186,571,17,439,25961,1560953827,27720960,Excel 有什么好用的技巧，让你相见恨晚？,297,128908,15,1421897901
answer,14_1574825021.147,东北,846441820,1701,509,189,114754,1570289139,308477419,黑龙江是否落后？为什么？,459,1196,14,1546957308
answer,15_1574825021.717,生活,824312983,15553,567,9592,1503627,1568528625,301793024,有哪些值得长期坚持下去的好习惯？,1885,79257,20,1541692040
answer,16_1574825021.807,生活方式,901922849,3508,198,205,591355,1574225074,356631363,如何看待阿沁爆出刘阳出轨半藏森林？,4869,11120,513,1574152738
answer,17_1574825021.643,上海,836181511,351,64,43,69757,1569470526,52328369,有哪些关于上海的冷知识？,310,9272,7,1478364559
answer,12_1574825021.667,中国历史,902971248,146,36,11,12412,1574283681,21773308,如何评价1927-1937南京国民政府的「黄金十年」（「建国十年」、「南京十年」）？,77,1569,7,1381254539
answer,13_1574825021.254,创业,854812264,5662,2665,860,1125368,1570876638,36996031,月薪4万是一种什么样的感受？,2154,16761,79,1446112817
answer,14_1574825021.854,CP（同人）,839365440,3080,568,582,61804,1569725231,338959487,怎么看待磕bjyx这对cp的人？,384,560,2,1565063662
answer,15_1574825021.100,鼻梁,774214722,19550,2439,2318,1285475,1564869986,312374216,有没有那种单眼皮小眼睛塌鼻梁厚嘴唇但还挺好看的女生?,3406,6647,89,1550222846
answer,17_1574825021.188,粉丝（Fans）,812161968,3714,313,307,794141,1567501778,343851396,哔哩哔哩上有哪些百万粉丝UP主已经凉了？原因是什么？,158,1174,4,1567315337
answer,12_1574825022.40,英雄联盟（LoL）,906246362,796,75,60,176634,1574479755,357237727,如何评价 2019 LPL 全明星周末「至臻 iG」对决「至臻 RNG」？,589,1416,37,1574426291
answer,13_1574825022.809,感情,777267116,7207,2965,697,1375336,1565073132,324467157,什么时候发现你老公开始不爱你了?,1351,8555,58,1557895930
answer,14_1574825022.374,经济,899848190,3131,717,196,561035,1574099076,24133838,为什么山东的GDP远超过浙江，但是看起来浙江经济水平强多了？,245,688,13,1402638478
answer,15_1574825022.962,偶像,790280652,3416,302,527,1200488,1565898517,275063626,如何评价工藤静香？,95,599,11,1524848283
answer,17_1574825022.602,家庭,854381869,1970,138,111,122847,1570853726,263465293,家长该不该把自己家财务真正情况告诉孩子？,3646,17968,80,1512167899
answer,12_1574825022.498,电影,893678472,1198,140,135,49025,1573699128,315064424,你因为哪个片段而追了一整部剧？,2835,23241,22,1552018957
answer,13_1574825022.208,心理学,828424353,31388,8183,7679,4104956,1568856749,342087623,人变渣是一瞬间的事情吗?,2447,9498,35,1566447112
answer,14_1574825022.123,投资,782780894,24759,3223,16289,2482357,1565431371,311382617,你们都是怎么存钱的？,5608,66194,68,1549462108
answer,15_1574825022.709,生活,816674445,928,5685,870,128280,1567869338,266667407,好用到爆的母婴用品有哪些？,719,24448,0,1517739278
answer,17_1574825022.837,娱乐圈,905844137,2055,178,207,732047,1574439469,357081958,为什么杜江那么爱霍思燕？,35,79,1,1574348216
answer,12_1574825023.597,法律,900858673,2425,186,170,316391,1574157381,355905075,如何看待 B 站女装大佬「晔晔才不是萌妹」引导粉丝网络暴力他人？,610,2514,102,1573747104
answer,13_1574825023.355,时间管理,790988428,81025,1303,59259,2336867,1565943483,267346432,学霸的作息是怎样的，为什么都不会困？,1085,89695,49,1519019817
answer,14_1574825023.414,贷记卡,804524131,5792,1108,1130,2012852,1566894479,286327269,那些欠网贷不还的人，现在怎么样了？,721,3028,9,1532225112
answer,15_1574825023.305,北京,778280337,2306,48,1228,129264,1565145943,25835899,北京有什么鲜为人知的、很好玩的地方？,731,90048,25,1412750632
answer,16_1574825023.325,美食,828617783,1470,681,306,1697097,1568865782,298111367,有哪些吃火锅时十分low的行为？,3066,5413,39,1539252857
answer,17_1574825023.452,生育,893936153,22634,887,1422,1046297,1573711394,268812229,年轻爸爸从感情上更喜欢女儿吗？,5210,16871,150,1521074507
answer,12_1574825023.565,娱乐,892317638,152,52,5,31046,1573610363,64340516,你见过哪些奇葩的神操作？,81,246,0,1503481738
answer,13_1574825023.137,文艺,845066432,8914,215,8225,441425,1570191241,308829198,有哪些文艺到爆炸的句子？,7324,200919,98,1547224457
answer,14_1574825023.243,高度近视,836363019,45474,10103,13268,5855858,1569481029,64673400,做近视手术后后悔吗？,2969,32365,199,1504093054
answer,15_1574825023.815,销售,901857226,12046,1547,913,2765884,1574222366,34863290,女销售，被客户暗示开房怎么办？,364,1801,37,1440119365
answer,16_1574825023.129,农村,870654259,8946,1179,587,1438371,1572074089,263953798,中国农村什么让你感到最恐怖？,22631,108238,348,1513047083
answer,12_1574825023.631,美食,901109090,538,87,19,28428,1574169518,316931423,现在的年轻人是不是不喜欢去菜市场？,3681,6175,109,1553181372
answer,13_1574825023.229,壁纸图片,827863929,11998,212,13926,763644,1568799495,339473990,有哪些一眼惊艳的句子/壁纸？,1250,26178,4,1565282358
answer,14_1574825023.60,生活,869601543,17831,347,12850,1741425,1571988986,352321860,有哪些衣服不贵，但是看起来很高级？,375,16389,7,1571920224
answer,15_1574825023.584,生活,886424026,14224,225,12240,630428,1573183929,326690607,如何提升自己为人处世的能力？,315,19562,1,1559053908
answer,16_1574825023.4,恋爱,776683297,20681,4731,4367,6164541,1565028220,41251486,什么样的女生一看就知道没谈过恋爱？,2824,28826,62,1457669794
answer,17_1574825023.287,网络贷款,823412773,2999,747,193,529119,1568449708,319637158,网贷的危害有多大？,4328,12954,66,1554947636
answer,12_1574825024.418,臆想,898858642,12340,562,818,2371680,1574050046,334924064,黄磊孙莉真的那么恩爱嘛?,232,624,14,1563105514
answer,13_1574825024.564,法律,838640843,6346,788,571,938089,1569660172,54883718,历史上有哪些丧心病狂的案件？,984,55025,40,1484709314
answer,14_1574825024.559,项目经理,828231672,1182,54,127,499875,1568823968,315301535,工地上的项目经理私生活乱吗，吃喝嫖赌是必须的吗？,575,3019,29,1552180298
answer,15_1574825024.830,明星,864498350,6908,1049,729,1677436,1571627936,335746671,有哪些网红你亲眼看着变成了明星？,890,2305,6,1563517071
answer,16_1574825024.232,家庭关系,815854239,690,140,67,284217,1567799949,313566925,婆婆可以偏心到什么程度？,1086,2795,16,1551057858
answer,17_1574825024.386,推理,844166928,919,361,138,277516,1570121714,35032854,如何看待至今未破的南大碎尸案？,773,11735,75,1440558414
answer,12_1574825024.58,演员,851367559,221,97,18,50901,1570633937,348351096,有哪些演员或者哪个片段通过笑能看出来演技炸裂？,575,3416,34,1569729817
answer,13_1574825024.728,生活方式,773559606,16542,1876,2999,1606011,1564818978,336267047,洗碗机到底是鸡肋还是神器？,720,5334,55,1563776962
answer,14_1574825024.401,大学生,717893737,19101,1934,4119,1460366,1560716848,325398192,读大专是否有意义？,1033,5476,29,1558425718
answer,15_1574825024.70,心理学,883153472,1889,710,228,73450,1572954679,305533266,缺爱的家庭会培养出什么样的孩子？,5718,44527,85,1544619462
answer,16_1574825024.817,后宫·甄嬛传（电视剧）,897655933,726,40,53,149786,1573972379,30499188,《甄嬛传》中有哪些细思恐极的细节？,3967,25150,8,1432028733
answer,12_1574825024.117,ACG,909249900,3601,743,339,183484,1574661266,343354591,你觉得哪部动画最好看呢？,9969,13434,90,1567059572
answer,13_1574825024.95,生活,899014109,458,139,69,297650,1574057189,266668342,情侣太早同居会怎么样？,3364,16050,85,1517740919
answer,14_1574825024.902,高考,842087530,10911,700,10641,356566,1569945415,311672493,高三有哪些相见恨晚的刷题技巧？,115,14249,2,1549716536
answer,15_1574825024.879,整形外科,841619695,1343,945,261,151368,1569914014,264476156,割双眼皮是一种什么样的体验?,2143,6510,25,1513956960
answer,16_1574825024.300,猫,818617028,947,301,551,54454,1568035954,325707956,养猫的你们都买过什么好用不贵的猫咪用品?,232,5810,8,1558594457
answer,17_1574825024.290,异性,911885051,0,0,0,1041,1574816485,337090932,你和异性发生过最尴尬的事有哪些？,809,3309,3,1564148265
answer,12_1574825025.581,体育,902436598,3608,428,212,307071,1574245058,60843717,有哪些大局已定，却又被极限反杀的操作？,4929,64602,72,1496917532
answer,16_1574825025.77,离职,831162543,1161,660,192,691385,1569064859,22079348,你为什么从学而思离职？,135,2436,5,1384951123
answer,17_1574825025.189,医疗行业,871223468,5154,395,665,2405344,1572111254,50076990,美容界有哪些可怕而触目惊心的真相？,594,18323,7,1472291107
